pixel_x_250m,pixel_y_250m,depth_bin_10cm,observed_SOC_pct,predicted_SOC_pct,lower_90,upper_90,n_horizons
-43583,12198,9,0.4900000095367399,0.18344334,0.0,0.4791438602770233,1
-43583,12203,0,0.97499996423721,0.7939366999999999,0.05384200848503112,1.534031391514969,2
-43583,12203,2,0.7900000214576699,0.6590062,0.0,1.378813407584381,1
-43583,12203,4,0.7900000214576699,0.39729565,0.0,0.9383736810630798,1
-43583,12203,6,0.60000002384185,0.2821386,0.0,0.6774512966953278,1
-43583,12203,9,0.60000002384185,0.16523583,0.0,0.4719957834988403,1
-43583,12206,0,0.99500000476837,0.930635455,0.1798257855053711,1.681445124494629,2
-43583,12206,2,0.8799999952316199,0.7390043,0.0073762396591186,1.4706323603408813,1
-43583,12206,4,0.5299999713897701,0.46460062,0.0,1.0095455619975282,1
-43583,12206,6,0.40999999642372,0.34389666,0.0,0.7922763852178192,1
-43583,12206,9,0.37000000476837,0.21646711,0.0,0.5065115667203521,1
-43583,12208,0,0.9050000011920851,0.88447343,0.13871486671989441,1.6302319932801055,2
-43583,12208,2,0.31000000238418,0.6654892,0.0,1.3613373669425965,1
-43583,12208,4,0.40999999642372,0.39081752,0.0,0.9089357226863097,1
-43583,12208,6,0.56999999284744,0.28496507,0.0,0.6609696466830444,1
-43583,12208,9,0.75,0.17072377,0.0,0.4588245192542267,1
-43583,12209,0,0.90500000119209,0.924320625,0.16071961992263795,1.687921630077362,2
-43583,12209,2,0.63999998569488,0.6903964,0.0,1.4160374121917725,1
-43583,12209,4,0.60000002384185,0.38901296,0.0,0.9171157155465699,1
-43583,12209,6,0.54000002145767,0.28102565,0.0,0.6665002126449585,1
-43583,12209,9,0.3400000035762699,0.16184115,0.0,0.45909359641304015,1
-43579,12198,0,0.910000026226035,0.949392135,0.19226273403144833,1.7065215359685517,2
-43579,12198,2,1.1799999475479102,0.7221191,0.0,1.4527782272354126,1
-43579,12198,4,0.83999997377395,0.41466334,0.0,0.9535701526678466,1
-43579,12198,6,0.6700000166893,0.29807493,0.0,0.7120602419850159,1
